external_source,external_id,query_used,city_used,name,type_name,address,latitude,longitude,source_location,website_url,phone,description,season_slugs,photo_urls,estimated_cost,estimated_duration,is_active,image_query_used,primary_image_local_path,primary_image_url,image_status,image_source,image_content_type,s3_key
2gis,7E+16,ресторан в Туапсе,Туапсе,"Бушарино, парк-отель",restaurant,"Бушарино деревня, 51",55.673306,36.690943,Краснодарский край,,,"Бушарино, парк-отель — это место для обеда, ужина или неспешной встречи. Место находится по адресу Бушарино деревня, 51, Туапсе. Такая локация может быть интересна тем, кто ищет сочетание понятного сервиса, еды и удобного формата отдыха. Место может подойти для семейного обеда, встречи с друзьями или спокойного ужина после насыщенного дня. Если планируете посещение в выходной или вечером, лучше заранее проверить посадку, формат обслуживания и актуальное меню, а если вы планируете маршрут заранее, Бушарино, парк-отель можно рассмотреть как удобную и запоминающуюся остановку.",fall,,1728,1,TRUE,"Бушарино, парк-отель Туапсе restaurant",,https://storage.yandexcloud.net/hackathon-ss/places-images/restaurant.jpg,,,,
2gis,7E+16,ресторан в Туапсе,Туапсе,"В яблоках, ресторан",restaurant,"Шоссейная улица, 8",44.754612,38.83799,Краснодарский край,,,"В яблоках, ресторан — это гастрономическая локация. Место находится по адресу Шоссейная улица, 8, Туапсе. Подобные места обычно выбирают ради кухни, атмосферы и возможности сделать паузу во время прогулки или поездки. Сюда удобно заглянуть и на короткую остановку, и на более неспешный визит, если хочется отдохнуть без спешки. Перед визитом стоит уточнить часы работы, особенности меню и необходимость бронирования в загруженные часы, а для путешествия по этой части края В яблоках, ресторан можно включить в маршрут как атмосферную и практичную остановку.",fall,,1708,1,TRUE,"В яблоках, ресторан Туапсе restaurant",,https://storage.yandexcloud.net/hackathon-ss/places-images/restaurant.jpg,,,,
2gis,1.04151E+16,ресторан в Анапе,Анапа,"Ван, ресторан",restaurant,"Красноармейская улица, 10Б",44.901009,37.320855,Краснодарский край,,,"Ван, ресторан — это место для обеда, ужина или неспешной встречи. Место находится по адресу Красноармейская улица, 10Б, Анапа. Подобные места обычно выбирают ради кухни, атмосферы и возможности сделать паузу во время прогулки или поездки. Локация особенно уместна в маршруте, где хочется совместить прогулки по городу с гастрономическими впечатлениями. Если планируете посещение в выходной или вечером, лучше заранее проверить посадку, формат обслуживания и актуальное меню, а в рамках поездки Ван, ресторан может стать приятной точкой для короткого визита или более спокойного отдыха.",fall,,2425,1,TRUE,"Ван, ресторан Анапа restaurant",,https://storage.yandexcloud.net/hackathon-ss/places-images/restaurant.jpg,,,,
2gis,7E+16,ресторан в Новороссийске,Новороссийск,"Васко да Гама, таверна и кофейня",restaurant,"набережная им. Адмирала Серебрякова, 7а",44.718605,37.782997,Краснодарский край,,,"Васко да Гама, таверна и кофейня — это место для обеда, ужина или неспешной встречи. Место находится по адресу набережная им. Адмирала Серебрякова, 7а, Новороссийск. Ресторанный формат подходит как для повседневного визита, так и для более длинной встречи в комфортной обстановке. Место может подойти для семейного обеда, встречи с друзьями или спокойного ужина после насыщенного дня. Перед визитом стоит уточнить часы работы, особенности меню и необходимость бронирования в загруженные часы, а для путешествия по этой части края Васко да Гама, таверна и кофейня можно включить в маршрут как атмосферную и практичную остановку.",fall,,1957,1,TRUE,"Васко да Гама, таверна и кофейня Новороссийск restaurant",,https://storage.yandexcloud.net/hackathon-ss/places-images/restaurant.jpg,,,,
2gis,7E+16,ресторан в Геленджике,Геленджик,"Ваха Лавка, грузинский ресторан",restaurant,"улица Островского, 2а",44.562874,38.076619,Краснодарский край,,,"Ваха Лавка, грузинский ресторан — это ресторан. Место находится по адресу улица Островского, 2а, Геленджик. Такая локация может быть интересна тем, кто ищет сочетание понятного сервиса, еды и удобного формата отдыха. Место может подойти для семейного обеда, встречи с друзьями или спокойного ужина после насыщенного дня. Перед визитом стоит уточнить часы работы, особенности меню и необходимость бронирования в загруженные часы, а если вы планируете маршрут заранее, Ваха Лавка, грузинский ресторан можно рассмотреть как удобную и запоминающуюся остановку.",fall,,3131,1,TRUE,"Ваха Лавка, грузинский ресторан Геленджик restaurant",,https://storage.yandexcloud.net/hackathon-ss/places-images/restaurant.jpg,,,,
2gis,7E+16,ресторан в Геленджике,Геленджик,"Вельвет, ресторан",restaurant,"Шмидта, 1а",44.570317,38.072658,Краснодарский край,,,"Вельвет, ресторан — это гастрономическая локация. Место находится по адресу Шмидта, 1а, Геленджик. Ресторанный формат подходит как для повседневного визита, так и для более длинной встречи в комфортной обстановке. Локация особенно уместна в маршруте, где хочется совместить прогулки по городу с гастрономическими впечатлениями. Для комфортного визита имеет смысл заранее узнать график, наличие столиков и текущие предложения по меню, а в рамках поездки Вельвет, ресторан может стать приятной точкой для короткого визита или более спокойного отдыха.",fall,,4773,1,TRUE,"Вельвет, ресторан Геленджик restaurant",,https://storage.yandexcloud.net/hackathon-ss/places-images/restaurant.jpg,,,,
2gis,1.04151E+16,ресторан в Геленджике,Геленджик,"Венский двор, гастробар",restaurant,"Херсонская улица, 1",44.564572,38.077253,Краснодарский край,,,"Венский двор, гастробар — это место для обеда, ужина или неспешной встречи. Место находится по адресу Херсонская улица, 1, Геленджик. Подобные места обычно выбирают ради кухни, атмосферы и возможности сделать паузу во время прогулки или поездки. Место может подойти для семейного обеда, встречи с друзьями или спокойного ужина после насыщенного дня. Для комфортного визита имеет смысл заранее узнать график, наличие столиков и текущие предложения по меню, а в рамках поездки Венский двор, гастробар может стать приятной точкой для короткого визита или более спокойного отдыха.",fall,,3820,1,TRUE,"Венский двор, гастробар Геленджик restaurant",,https://storage.yandexcloud.net/hackathon-ss/places-images/restaurant.jpg,,,,
2gis,7E+16,ресторан в Туапсе,Туапсе,"Веранда grill, ресторан",restaurant,"улица Октябрьской Революции, 2Б",44.095235,39.072823,Краснодарский край,,,"Веранда grill, ресторан — это ресторан. Место находится по адресу улица Октябрьской Революции, 2Б, Туапсе. Подобные места обычно выбирают ради кухни, атмосферы и возможности сделать паузу во время прогулки или поездки. Локация особенно уместна в маршруте, где хочется совместить прогулки по городу с гастрономическими впечатлениями. Если планируете посещение в выходной или вечером, лучше заранее проверить посадку, формат обслуживания и актуальное меню, а если вы планируете маршрут заранее, Веранда grill, ресторан можно рассмотреть как удобную и запоминающуюся остановку.",fall,,3571,1,TRUE,"Веранда grill, ресторан Туапсе restaurant",,https://storage.yandexcloud.net/hackathon-ss/places-images/restaurant.jpg,,,,
2gis,7E+16,ресторан в Туапсе,Туапсе,"Веранда, ресторан",restaurant,"микрорайон Голубая Бухта, 2 к8",44.320505,38.657811,Краснодарский край,,,"Веранда, ресторан — это место для обеда, ужина или неспешной встречи. Место находится по адресу микрорайон Голубая Бухта, 2 к8, Туапсе. Подобные места обычно выбирают ради кухни, атмосферы и возможности сделать паузу во время прогулки или поездки. Локация особенно уместна в маршруте, где хочется совместить прогулки по городу с гастрономическими впечатлениями. Перед визитом стоит уточнить часы работы, особенности меню и необходимость бронирования в загруженные часы, а если вы планируете маршрут заранее, Веранда, ресторан можно рассмотреть как удобную и запоминающуюся остановку.",fall,,4858,1,TRUE,"Веранда, ресторан Туапсе restaurant",,https://storage.yandexcloud.net/hackathon-ss/places-images/restaurant.jpg,,,,
2gis,7E+16,ресторан в Новороссийске,Новороссийск,"Вижу море, ресторан",restaurant,"набережная им. Адмирала Серебрякова, 27а",44.712751,37.784077,Краснодарский край,,,"Вижу море, ресторан — это гастрономическая локация. Место находится по адресу набережная им. Адмирала Серебрякова, 27а, Новороссийск. Подобные места обычно выбирают ради кухни, атмосферы и возможности сделать паузу во время прогулки или поездки. Сюда удобно заглянуть и на короткую остановку, и на более неспешный визит, если хочется отдохнуть без спешки. Перед визитом стоит уточнить часы работы, особенности меню и необходимость бронирования в загруженные часы, а если вы планируете маршрут заранее, Вижу море, ресторан можно рассмотреть как удобную и запоминающуюся остановку.",fall,,2392,1,TRUE,"Вижу море, ресторан Новороссийск restaurant",,https://storage.yandexcloud.net/hackathon-ss/places-images/restaurant.jpg,,,,
2gis,7E+16,ресторан в Абинске,Абинск,"Визит, семейный ресторан",restaurant,"Пионерская улица, 115",44.87107,38.144621,Краснодарский край,,,"Визит, семейный ресторан — это ресторан. Место находится по адресу Пионерская улица, 115, Абинск. Такая локация может быть интересна тем, кто ищет сочетание понятного сервиса, еды и удобного формата отдыха. Локация особенно уместна в маршруте, где хочется совместить прогулки по городу с гастрономическими впечатлениями. Если планируете посещение в выходной или вечером, лучше заранее проверить посадку, формат обслуживания и актуальное меню, а для путешествия по этой части края Визит, семейный ресторан можно включить в маршрут как атмосферную и практичную остановку.",fall,,1538,1,TRUE,"Визит, семейный ресторан Абинск restaurant",,https://storage.yandexcloud.net/hackathon-ss/places-images/restaurant.jpg,,,,
2gis,1.04151E+16,ресторан в Геленджике,Геленджик,"Вин и Грет, рестобар",restaurant,"улица Ленина, 8",44.561456,38.077762,Краснодарский край,,,"Вин и Грет, рестобар — это гастрономическая локация. Место находится по адресу улица Ленина, 8, Геленджик. Такая локация может быть интересна тем, кто ищет сочетание понятного сервиса, еды и удобного формата отдыха. Локация особенно уместна в маршруте, где хочется совместить прогулки по городу с гастрономическими впечатлениями. Для комфортного визита имеет смысл заранее узнать график, наличие столиков и текущие предложения по меню, а для путешествия по этой части края Вин и Грет, рестобар можно включить в маршрут как атмосферную и практичную остановку.",fall,,3945,1,TRUE,"Вин и Грет, рестобар Геленджик restaurant",,https://storage.yandexcloud.net/hackathon-ss/places-images/restaurant.jpg,,,,
2gis,7E+16,ресторан в Новороссийске,Новороссийск,"Винил, караоке-бар",restaurant,"набережная им. Адмирала Серебрякова, 7а",44.718894,37.782655,Краснодарский край,,,"Винил, караоке-бар — это ресторан. Место находится по адресу набережная им. Адмирала Серебрякова, 7а, Новороссийск. Такая локация может быть интересна тем, кто ищет сочетание понятного сервиса, еды и удобного формата отдыха. Локация особенно уместна в маршруте, где хочется совместить прогулки по городу с гастрономическими впечатлениями. Если планируете посещение в выходной или вечером, лучше заранее проверить посадку, формат обслуживания и актуальное меню, а если вы планируете маршрут заранее, Винил, караоке-бар можно рассмотреть как удобную и запоминающуюся остановку.",fall,,2687,1,TRUE,"Винил, караоке-бар Новороссийск restaurant",,https://storage.yandexcloud.net/hackathon-ss/places-images/restaurant.jpg,,,,
2gis,7E+16,ресторан в Новороссийске,Новороссийск,"Виноград, ресторан",restaurant,"Ясный переулок, 1",44.681625,37.758199,Краснодарский край,,,"Виноград, ресторан — это гастрономическая локация. Место находится по адресу Ясный переулок, 1, Новороссийск. Такая локация может быть интересна тем, кто ищет сочетание понятного сервиса, еды и удобного формата отдыха. Сюда удобно заглянуть и на короткую остановку, и на более неспешный визит, если хочется отдохнуть без спешки. Для комфортного визита имеет смысл заранее узнать график, наличие столиков и текущие предложения по меню, а если вы планируете маршрут заранее, Виноград, ресторан можно рассмотреть как удобную и запоминающуюся остановку.",fall,,1801,1,TRUE,"Виноград, ресторан Новороссийск restaurant",,https://storage.yandexcloud.net/hackathon-ss/places-images/restaurant.jpg,,,,
2gis,1.04151E+16,винодельня в Анапе,Анапа,"Абрау-Дюрсо, завод игристых вин",winery,"Промышленная улица, 19",44.701908,37.598607,Краснодарский край,,,"Абрау-Дюрсо, завод игристых вин — это винодельня. Место находится по адресу Промышленная улица, 19, Анапа. Подобные места обычно привлекают атмосферой региона, интересом к локальным винам и возможностью добавить в поездку эногастрономический опыт. Локация особенно уместна в поездке, где хочется совместить виды, местные продукты и впечатления от региона. Для более продуманной поездки разумно заранее узнать, проводятся ли экскурсии, дегустации или тематические мероприятия, а в рамках поездки Абрау-Дюрсо, завод игристых вин может стать приятной точкой для короткого визита или более спокойного отдыха.",fall,,5918,1,TRUE,"Абрау-Дюрсо, завод игристых вин Анапа winery",,https://storage.yandexcloud.net/hackathon-ss/places-images/winiery.jpg,done,category_placeholder,image/jpeg,places-images/winiery.jpg
2gis,7E+16,винодельня в Сочи,Сочи,"Академия ФК Сочи, футбольный клуб",winery,"улица Ленина, 95 к1",43.434896,39.911603,Краснодарский край,,,"Академия ФК Сочи, футбольный клуб — это винодельческая локация. Место находится по адресу улица Ленина, 95 к1, Сочи. Такая локация подойдет тем, кто хочет лучше почувствовать характер региона через его гастрономию и винную культуру. Сюда можно заехать ради спокойного визита, дегустационного опыта или знакомства с винной стороной региона. Для более продуманной поездки разумно заранее узнать, проводятся ли экскурсии, дегустации или тематические мероприятия, а в рамках поездки Академия ФК Сочи, футбольный клуб может стать приятной точкой для короткого визита или более спокойного отдыха.",fall,,4198,1,TRUE,"Академия ФК Сочи, футбольный клуб Сочи winery",,https://storage.yandexcloud.net/hackathon-ss/places-images/winiery.jpg,done,category_placeholder,image/jpeg,places-images/winiery.jpg
2gis,7E+16,винодельня в Анапе,Анапа,"Аратти, семейная винодельня",winery,"Жемчужная улица, 9",44.982117,37.268974,Краснодарский край,,,"Аратти, семейная винодельня — это винодельня. Место находится по адресу Жемчужная улица, 9, Анапа. Такая локация подойдет тем, кто хочет лучше почувствовать характер региона через его гастрономию и винную культуру. Локация особенно уместна в поездке, где хочется совместить виды, местные продукты и впечатления от региона. Если вы планируете визит специально, стоит заранее проверить режим работы, условия записи и актуальные программы для гостей, а если вы планируете маршрут заранее, Аратти, семейная винодельня можно рассмотреть как удобную и запоминающуюся остановку.",fall,,5276,1,TRUE,"Аратти, семейная винодельня Анапа winery",,https://storage.yandexcloud.net/hackathon-ss/places-images/winiery.jpg,done,category_placeholder,image/jpeg,places-images/winiery.jpg
2gis,7E+16,винодельня в Сочи,Сочи,"Бабушкина хата, винодельня, дом-музей",winery,"Западный переулок, 12",43.604485,39.820096,Краснодарский край,,,"Бабушкина хата, винодельня, дом-музей — это место, связанное с локальной винной культурой. Место находится по адресу Западный переулок, 12, Сочи. Винодельни чаще всего выбирают ради красивой среды, знакомства с местным виноделием и более неспешного формата отдыха. Сюда можно заехать ради спокойного визита, дегустационного опыта или знакомства с винной стороной региона. Перед посещением лучше уточнить график, формат экскурсий и доступность дегустаций, если они вас интересуют, а в рамках поездки Бабушкина хата, винодельня, дом-музей может стать приятной точкой для короткого визита или более спокойного отдыха.",fall,,3177,1,TRUE,"Бабушкина хата, винодельня, дом-музей Сочи winery",,https://storage.yandexcloud.net/hackathon-ss/places-images/winiery.jpg,done,category_placeholder,image/jpeg,places-images/winiery.jpg
2gis,7E+16,винодельня в Новороссийске,Новороссийск,"Бюрнье, винодельческий дом",winery,"Родниковый переулок, 31",44.927611,37.592388,Краснодарский край,,,"Бюрнье, винодельческий дом — это винодельня. Место находится по адресу Родниковый переулок, 31, Новороссийск. Подобные места обычно привлекают атмосферой региона, интересом к локальным винам и возможностью добавить в поездку эногастрономический опыт. Сюда можно заехать ради спокойного визита, дегустационного опыта или знакомства с винной стороной региона. Перед посещением лучше уточнить график, формат экскурсий и доступность дегустаций, если они вас интересуют, а для путешествия по этой части края Бюрнье, винодельческий дом можно включить в маршрут как атмосферную и практичную остановку.",fall,,2735,1,TRUE,"Бюрнье, винодельческий дом Новороссийск winery",,https://storage.yandexcloud.net/hackathon-ss/places-images/winiery.jpg,done,category_placeholder,image/jpeg,places-images/winiery.jpg
2gis,7E+16,винодельня в Анапе,Анапа,"Винное подворье старого грека, винодельня",winery,"Красноармейская улица, 28д",44.897826,37.323672,Краснодарский край,,,"Винное подворье старого грека, винодельня — это место, связанное с локальной винной культурой. Место находится по адресу Красноармейская улица, 28д, Анапа. Винодельни чаще всего выбирают ради красивой среды, знакомства с местным виноделием и более неспешного формата отдыха. Локация особенно уместна в поездке, где хочется совместить виды, местные продукты и впечатления от региона. Если вы планируете визит специально, стоит заранее проверить режим работы, условия записи и актуальные программы для гостей, а в рамках поездки Винное подворье старого грека, винодельня может стать приятной точкой для короткого визита или более спокойного отдыха.",fall,,1855,1,TRUE,"Винное подворье старого грека, винодельня Анапа winery",,https://storage.yandexcloud.net/hackathon-ss/places-images/winiery.jpg,done,category_placeholder,image/jpeg,places-images/winiery.jpg
2gis,7E+16,винодельня в Анапе,Анапа,"Винное подворье старого грека, винодельня",winery,"Черноморская улица, 210",44.988953,37.257632,Краснодарский край,,,"Винное подворье старого грека, винодельня — это место, связанное с локальной винной культурой. Место находится по адресу Черноморская улица, 210, Анапа. Винодельни чаще всего выбирают ради красивой среды, знакомства с местным виноделием и более неспешного формата отдыха. Локация особенно уместна в поездке, где хочется совместить виды, местные продукты и впечатления от региона. Для более продуманной поездки разумно заранее узнать, проводятся ли экскурсии, дегустации или тематические мероприятия, а если вы планируете маршрут заранее, Винное подворье старого грека, винодельня можно рассмотреть как удобную и запоминающуюся остановку.",fall,,2887,1,TRUE,"Винное подворье старого грека, винодельня Анапа winery",,https://storage.yandexcloud.net/hackathon-ss/places-images/winiery.jpg,done,category_placeholder,image/jpeg,places-images/winiery.jpg
2gis,7E+16,винодельня в Анапе,Анапа,"Винное подворье старого грека, винодельня",winery,"Почтовая улица, 18Б",45.001646,37.281156,Краснодарский край,,,"Винное подворье старого грека, винодельня — это винодельческая локация. Место находится по адресу Почтовая улица, 18Б, Анапа. Винодельни чаще всего выбирают ради красивой среды, знакомства с местным виноделием и более неспешного формата отдыха. Локация особенно уместна в поездке, где хочется совместить виды, местные продукты и впечатления от региона. Если вы планируете визит специально, стоит заранее проверить режим работы, условия записи и актуальные программы для гостей, а в рамках поездки Винное подворье старого грека, винодельня может стать приятной точкой для короткого визита или более спокойного отдыха.",fall,,1970,1,TRUE,"Винное подворье старого грека, винодельня Анапа winery",,https://storage.yandexcloud.net/hackathon-ss/places-images/winiery.jpg,done,category_placeholder,image/jpeg,places-images/winiery.jpg
2gis,7E+16,винодельня в Анапе,Анапа,Винодельня Бердяева,winery,"Ореховая улица, 19",44.981785,37.312688,Краснодарский край,,,"Винодельня Бердяева — это винодельня. Место находится по адресу Ореховая улица, 19, Анапа. Подобные места обычно привлекают атмосферой региона, интересом к локальным винам и возможностью добавить в поездку эногастрономический опыт. Сюда можно заехать ради спокойного визита, дегустационного опыта или знакомства с винной стороной региона. Если вы планируете визит специально, стоит заранее проверить режим работы, условия записи и актуальные программы для гостей, а для путешествия по этой части края Винодельня Бердяева можно включить в маршрут как атмосферную и практичную остановку.",fall,,5757,1,TRUE,Винодельня Бердяева Анапа winery,,https://storage.yandexcloud.net/hackathon-ss/places-images/winiery.jpg,done,category_placeholder,image/jpeg,places-images/winiery.jpg
2gis,7E+16,винодельня в Новороссийске,Новороссийск,Винодельня Валерия Логинова,winery,"2-й километр, 2к1",44.738579,37.599824,Краснодарский край,,,"Винодельня Валерия Логинова — это винодельня. Место находится по адресу 2-й километр, 2к1, Новороссийск. Подобные места обычно привлекают атмосферой региона, интересом к локальным винам и возможностью добавить в поездку эногастрономический опыт. Место может быть интересно как опытным любителям вина, так и тем, кто просто ищет красивую и атмосферную остановку в маршруте. Перед посещением лучше уточнить график, формат экскурсий и доступность дегустаций, если они вас интересуют, а если вы планируете маршрут заранее, Винодельня Валерия Логинова можно рассмотреть как удобную и запоминающуюся остановку.",fall,,4289,1,TRUE,Винодельня Валерия Логинова Новороссийск winery,,https://storage.yandexcloud.net/hackathon-ss/places-images/winiery.jpg,done,category_placeholder,image/jpeg,places-images/winiery.jpg
2gis,7E+16,винодельня в Темрюке,Темрюк,Винодельня Узунов,winery,"Коммунистическая улица, 14",45.301595,36.994742,Краснодарский край,,,"Винодельня Узунов — это винодельческая локация. Место находится по адресу Коммунистическая улица, 14, Темрюк. Такая локация подойдет тем, кто хочет лучше почувствовать характер региона через его гастрономию и винную культуру. Место может быть интересно как опытным любителям вина, так и тем, кто просто ищет красивую и атмосферную остановку в маршруте. Для более продуманной поездки разумно заранее узнать, проводятся ли экскурсии, дегустации или тематические мероприятия, а для путешествия по этой части края Винодельня Узунов можно включить в маршрут как атмосферную и практичную остановку.",fall,,4016,1,TRUE,Винодельня Узунов Темрюк winery,,https://storage.yandexcloud.net/hackathon-ss/places-images/winiery.jpg,done,category_placeholder,image/jpeg,places-images/winiery.jpg
2gis,7E+16,винодельня в Анапе,Анапа,"Гай-Кодзор, винодельня",winery,"Южная улица, 12а",44.841446,37.438032,Краснодарский край,,,"Гай-Кодзор, винодельня — это винодельческая локация. Место находится по адресу Южная улица, 12а, Анапа. Винодельни чаще всего выбирают ради красивой среды, знакомства с местным виноделием и более неспешного формата отдыха. Сюда можно заехать ради спокойного визита, дегустационного опыта или знакомства с винной стороной региона. Для более продуманной поездки разумно заранее узнать, проводятся ли экскурсии, дегустации или тематические мероприятия, а если вы планируете маршрут заранее, Гай-Кодзор, винодельня можно рассмотреть как удобную и запоминающуюся остановку.",fall,,3320,1,TRUE,"Гай-Кодзор, винодельня Анапа winery",,https://storage.yandexcloud.net/hackathon-ss/places-images/winiery.jpg,done,category_placeholder,image/jpeg,places-images/winiery.jpg
2gis,7E+16,винодельня в Анапе,Анапа,"Гай-Кодзор, магазин",winery,"Южная улица, 12а",44.841446,37.438032,Краснодарский край,,,"Гай-Кодзор, магазин — это винодельня. Место находится по адресу Южная улица, 12а, Анапа. Такая локация подойдет тем, кто хочет лучше почувствовать характер региона через его гастрономию и винную культуру. Локация особенно уместна в поездке, где хочется совместить виды, местные продукты и впечатления от региона. Если вы планируете визит специально, стоит заранее проверить режим работы, условия записи и актуальные программы для гостей, а для путешествия по этой части края Гай-Кодзор, магазин можно включить в маршрут как атмосферную и практичную остановку.",fall,,5290,1,TRUE,"Гай-Кодзор, магазин Анапа winery",,https://storage.yandexcloud.net/hackathon-ss/places-images/winiery.jpg,done,category_placeholder,image/jpeg,places-images/winiery.jpg
2gis,1.04151E+16,винодельня в Геленджике,Геленджик,"Геленджик, алкогольно-производственная компания",winery,"Солнечная улица, 2а",44.581667,38.01828,Краснодарский край,,,"Геленджик, алкогольно-производственная компания — это винодельня. Место находится по адресу Солнечная улица, 2а, Геленджик. Винодельни чаще всего выбирают ради красивой среды, знакомства с местным виноделием и более неспешного формата отдыха. Место может быть интересно как опытным любителям вина, так и тем, кто просто ищет красивую и атмосферную остановку в маршруте. Если вы планируете визит специально, стоит заранее проверить режим работы, условия записи и актуальные программы для гостей, а в рамках поездки Геленджик, алкогольно-производственная компания может стать приятной точкой для короткого визита или более спокойного отдыха.",fall,,2589,1,TRUE,"Геленджик, алкогольно-производственная компания Геленджик winery",,https://storage.yandexcloud.net/hackathon-ss/places-images/winiery.jpg,done,category_placeholder,image/jpeg,places-images/winiery.jpg
2gis,7E+16,винодельня в Горячем Ключе,Горячий Ключ,"Горячий ключ, база отдыха",winery,"Комсомольская улица, 5",52.984304,108.301922,Краснодарский край,,,"Горячий ключ, база отдыха — это место, связанное с локальной винной культурой. Место находится по адресу Комсомольская улица, 5, Горячий Ключ. Такая локация подойдет тем, кто хочет лучше почувствовать характер региона через его гастрономию и винную культуру. Сюда можно заехать ради спокойного визита, дегустационного опыта или знакомства с винной стороной региона. Перед посещением лучше уточнить график, формат экскурсий и доступность дегустаций, если они вас интересуют, а если вы планируете маршрут заранее, Горячий ключ, база отдыха можно рассмотреть как удобную и запоминающуюся остановку.",fall,,2645,1,TRUE,"Горячий ключ, база отдыха Горячий Ключ winery",,https://storage.yandexcloud.net/hackathon-ss/places-images/winiery.jpg,done,category_placeholder,image/jpeg,places-images/winiery.jpg
2gis,7E+16,винодельня в Сочи,Сочи,"Джубга, семейная винодельня",winery,"Школьный переулок, 1а",44.325196,38.703433,Краснодарский край,,,"Джубга, семейная винодельня — это винодельческая локация. Место находится по адресу Школьный переулок, 1а, Сочи. Такая локация подойдет тем, кто хочет лучше почувствовать характер региона через его гастрономию и винную культуру. Сюда можно заехать ради спокойного визита, дегустационного опыта или знакомства с винной стороной региона. Для более продуманной поездки разумно заранее узнать, проводятся ли экскурсии, дегустации или тематические мероприятия, а если вы планируете маршрут заранее, Джубга, семейная винодельня можно рассмотреть как удобную и запоминающуюся остановку.",fall,,3794,1,TRUE,"Джубга, семейная винодельня Сочи winery",,https://storage.yandexcloud.net/hackathon-ss/places-images/winiery.jpg,done,category_placeholder,image/jpeg,places-images/winiery.jpg
